#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
Gallus gallus,Eukaryota;Animals;Birds,Houdan_3_HD,SAMN20335981,PRJNA777393,GCA_024653045.1, Chromosome,1036.34,42.1725,chromosome 1:CM045316.1; chromosome 2:CM045317.1; chromosome 3:CM045318.1; chromosome 4:CM045319.1; chromosome 5:CM045320.1; chromosome 6:CM045321.1; chromosome 7:CM045322.1; chromosome 8:CM045323.1; chromosome 9:CM045324.1; chromosome 10:CM045325.1; chromosome 11:CM045326.1; chromosome 12:CM045327.1; chromosome 13:CM045328.1; chromosome 14:CM045329.1; chromosome 15:CM045330.1; chromosome 16:CM045331.1; chromosome 17:CM045332.1; chromosome 18:CM045333.1; chromosome 19:CM045334.1; chromosome 20:CM045335.1; chromosome 21:CM045336.1; chromosome 22:CM045337.1; chromosome 23:CM045338.1; chromosome 24:CM045339.1; chromosome 25:CM045340.1; chromosome 26:CM045341.1; chromosome 27:CM045342.1; chromosome 28:CM045343.1; chromosome 30:CM045344.1; chromosome 31:CM045345.1; chromosome 32:CM045346.1; chromosome 33:CM045347.1; chromosome W:CM045348.1; chromosome Z:CM045349.1,JAJMOL01,1194,0,2022-08-14T00:00:00Z,,
Bos taurus,Eukaryota;Animals;Mammals,,SAMN02898106,PRJNA12555,GCA_000003205.6, Chromosome,2724.98,41.8685,chromosome 1:CM000177.6; chromosome 2:CM000178.7; chromosome 3:CM000179.6; chromosome 4:CM000180.6; chromosome 5:CM000181.7; chromosome 6:CM000182.7; chromosome 7:CM000183.7; chromosome 8:CM000184.6; chromosome 9:CM000185.7; chromosome 10:CM000186.6; chromosome 11:CM000187.6; chromosome 12:CM000188.7; chromosome 13:CM000189.7; chromosome 14:CM000190.6; chromosome 15:CM000191.7; chromosome 16:CM000192.5; chromosome 17:CM000193.6; chromosome 18:CM000194.7; chromosome 19:CM000195.6; chromosome 20:CM000196.6; chromosome 21:CM000197.6; chromosome 22:CM000198.6; chromosome 23:CM000199.8; chromosome 24:CM000200.7; chromosome 25:CM000201.6; chromosome 26:CM000202.7; chromosome 27:CM000203.6; chromosome 28:CM000204.6; chromosome 29:CM000205.6; chromosome X:CM000206.6; chromosome Y:CM001061.2,AAFC05,5998,0,2004-10-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/003/205/GCA_000003205.6_Btau_5.0.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/205/GCF_000003205.7_Btau_5.0.1
Ovis aries,Eukaryota;Animals;Mammals,,SAMN18719831,PRJNA721526,GCA_019145175.1, Chromosome,2648.32,41.9795,linkage group LG01:CM032725.1; linkage group LG02:CM032726.1; linkage group LG03:CM032727.1; linkage group LG04:CM032728.1; linkage group LG05:CM032729.1; linkage group LG06:CM032730.1; linkage group LG07:CM032731.1; linkage group LG08:CM032732.1; linkage group LG09:CM032733.1; linkage group LG10:CM032734.1; linkage group LG11:CM032735.1; linkage group LG12:CM032736.1; linkage group LG13:CM032737.1; linkage group LG14:CM032738.1; linkage group LG15:CM032739.1; linkage group LG16:CM032740.1; linkage group LG17:CM032741.1; linkage group LG18:CM032742.1; linkage group LG19:CM032743.1; linkage group LG20:CM032744.1; linkage group LG21:CM032745.1; linkage group LG22:CM032746.1; linkage group LG23:CM032747.1; linkage group LG24:CM032748.1; linkage group LG25:CM032749.1; linkage group LG26:CM032750.1; linkage group LG27:CM032751.1,JAGTXJ01,60,0,2021-07-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/145/175/GCA_019145175.1_ASM1914517v1,
Plasmodium yoelii killicki,Eukaryota;Protists;Apicomplexans,194ZZ,SAMEA1712519,PRJEB1062,GCA_900617825.1, Chromosome,19.8783,23.2311,chromosome 1:LR129742.1; chromosome 2:LR129743.1; chromosome 3:LR129744.1; chromosome 4:LR129745.1; chromosome 5:LR129746.1; chromosome 6:LR129747.1; chromosome 7:LR129748.1; chromosome 8:LR129749.1; chromosome 9:LR129750.1; chromosome 10:LR129751.1; chromosome 11:LR129752.1; chromosome 12:LR129753.1; chromosome 13:LR129754.1; chromosome 14:LR129755.1,UYHW01,533,0,2018-11-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/617/825/GCA_900617825.1_Pvk194ZZ-2,
Cryptococcus neoformans var. grubii H99,Eukaryota;Fungi;Basidiomycetes,H99,SAMN03081441,PRJNA411,GCA_000149245.3, Chromosome,18.9161,48.1988,chromosome 1:NC_026745.1/CP003820.1; chromosome 2:NC_026746.1/CP003821.1; chromosome 3:NC_026747.1/CP003822.1; chromosome 4:NC_026748.1/CP003823.1; chromosome 5:NC_026749.1/CP003824.1; chromosome 6:NC_026750.1/CP003825.1; chromosome 7:NC_026751.1/CP003826.1; chromosome 8:NC_026752.1/CP003827.1; chromosome 9:NC_026753.1/CP003828.1; chromosome 10:NC_026754.1/CP003829.1; chromosome 11:NC_026755.1/CP003830.1; chromosome 12:NC_026756.1/CP003831.1; chromosome 13:NC_026757.1/CP003832.1; chromosome 14:NC_026758.1/CP003833.2; mitochondrion MT:NC_018792.1/CP003834.1,,15,7826,2012-09-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/245/GCA_000149245.3_CNA3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/245/GCF_000149245.1_CNA3
Mus musculus,Eukaryota;Animals;Mammals,,SAMEA9544183,PRJEB47108,GCA_921999865.2, Chromosome,2514.61,41.8157,chromosome 1:OW971552.1; chromosome 2:OW971562.1; chromosome 3:OW971563.1; chromosome 4:OW971568.1; chromosome 5:OW971569.1; chromosome 6:OW971564.1; chromosome 7:OW971565.1; chromosome 8:OW971571.1; chromosome 9:OW971566.1; chromosome 10:OW971553.1; chromosome 11:OW971554.1; chromosome 12:OW971555.1; chromosome 13:OW971570.1; chromosome 14:OW971556.1; chromosome 15:OW971557.1; chromosome 16:OW971558.1; chromosome 17:OW971559.1; chromosome 18:OW971560.1; chromosome 19:OW971561.1; chromosome X:OW971567.1; mitochondrion MIT:OW971572.1,CAKLHV02,208,0,2021-12-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/921/999/865/GCA_921999865.2_C57BL_6NJ_v3,
Homo sapiens,Eukaryota;Animals;Mammals,HG00733,SAMN10182268,PRJNA483067,GCA_003634875.1, Chromosome,5786.5,40.9516,chromosome 1:CM010831.1; chromosome 1:CM010808.1; chromosome 2:CM010809.1; chromosome 2:CM010832.1; chromosome 3:CM010810.1; chromosome 3:CM010833.1; chromosome 4:CM010811.1; chromosome 4:CM010834.1; chromosome 5:CM010812.1; chromosome 5:CM010835.1; chromosome 6:CM010836.1; chromosome 6:CM010813.1; chromosome 7:CM010837.1; chromosome 7:CM010814.1; chromosome 8:CM010815.1; chromosome 8:CM010838.1; chromosome 9:CM010839.1; chromosome 9:CM010816.1; chromosome 10:CM010817.1; chromosome 10:CM010840.1; chromosome 11:CM010818.1; chromosome 11:CM010841.1; chromosome 12:CM010819.1; chromosome 12:CM010842.1; chromosome 13:CM010820.1; chromosome 13:CM010843.1; chromosome 14:CM010844.1; chromosome 14:CM010821.1; chromosome 15:CM010845.1; chromosome 15:CM010822.1; chromosome 16:CM010846.1; chromosome 16:CM010823.1; chromosome 17:CM010847.1; chromosome 17:CM010824.1; chromosome 18:CM010848.1; chromosome 18:CM010825.1; chromosome 19:CM010826.1; chromosome 19:CM010849.1; chromosome 20:CM010827.1; chromosome 20:CM010850.1; chromosome 21:CM010851.1; chromosome 21:CM010828.1; chromosome 22:CM010852.1; chromosome 22:CM010829.1; chromosome X:CM010853.1; chromosome X:CM010830.1,RBJD01,566,0,2018-10-05T00:00:00Z,,
Danio rerio,Eukaryota;Animals;Fishes,Cooch Behar (CB),SAMEA104026434,PRJEB38573,GCA_903798165.1, Chromosome,1421.8,38.1421,chromosome 1:LR812544.1; chromosome 2:LR812545.1; chromosome 3:LR812546.1; chromosome 4:LR812547.1; chromosome 5:LR812548.1; chromosome 6:LR812549.1; chromosome 7:LR812550.1; chromosome 8:LR812551.1; chromosome 9:LR812552.1; chromosome 10:LR812553.1; chromosome 11:LR812554.1; chromosome 12:LR812555.1; chromosome 13:LR812556.1; chromosome 14:LR812557.1; chromosome 15:LR812558.1; chromosome 16:LR812559.1; chromosome 17:LR812560.1; chromosome 18:LR812561.1; chromosome 19:LR812562.1; chromosome 20:LR812563.1; chromosome 21:LR812564.1; chromosome 22:LR812565.1; chromosome 23:LR812566.1; chromosome 24:LR812567.1; chromosome 25:LR812568.1,CAIGQX01,46554,0,2020-06-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/798/165/GCA_903798165.1_fDreCBz1.1,
Drosophila melanogaster,Eukaryota;Animals;Insects,dmeE_30_F0,SAMN33508896,PRJNA939778,GCA_029775255.1, Chromosome,133.881,0,chromosome X:CP122138.1; chromosome 2L:CP122133.1; chromosome 2R:CP122134.1; chromosome 3L:CP122135.1; chromosome 3R:CP122136.1; chromosome 4:CP122137.1,,6,0,2023-04-17T00:00:00Z,,
Plasmodium falciparum,Eukaryota;Protists;Apicomplexans,,SAMEA2697755,PRJEB8808,GCA_900631975.1, Chromosome,22.7883,19.2515,chromosome 1:LR131354.1; chromosome 2:LR131355.1; chromosome 3:LR131356.1; chromosome 4:LR131357.1; chromosome 5:LR131358.1; chromosome 6:LR131359.1; chromosome 7:LR131360.1; chromosome 8:LR131361.1; chromosome 9:LR131362.1; chromosome 10:LR131363.1; chromosome 11:LR131364.1; chromosome 12:LR131365.1; chromosome 13:LR131366.1; chromosome 14:LR131367.1; mitochondrion 15:LR131368.1; apicoplast 16:LR131369.1,UZWI01,21,0,2018-12-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/631/975/GCA_900631975.1_PfKE01-3,
Zea mays,Eukaryota;Plants;Land Plants,,SAMEA5313315,PRJEB31061,GCA_902167375.1, Chromosome,2214.05,46.7511,chromosome 1:LR633933.1; chromosome 2:LR633934.1; chromosome 3:LR633935.1; chromosome 4:LR633936.1; chromosome 5:LR633937.1; chromosome 6:LR633938.1; chromosome 7:LR633939.1; chromosome 8:LR633940.1; chromosome 9:LR633941.1; chromosome 10:LR633942.1,CABHMA01,1012,0,2020-01-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/167/375/GCA_902167375.1_Zm-Ms71-REFERENCE-NAM-1.0,
Triticum aestivum,Eukaryota;Plants;Land Plants,,SAMEA7089061,PRJEB39559,GCA_903994165.1, Chromosome,14439,46.1049,chromosome 1A:LR865479.1; chromosome 1B:LR865480.1; chromosome 1D:LR865481.1; chromosome 2A:LR865482.1; chromosome 2B:LR865483.1; chromosome 2D:LR865484.1; chromosome 3A:LR865485.1; chromosome 3B:LR865486.1; chromosome 3D:LR865487.1; chromosome 4A:LR865488.1; chromosome 4B:LR865489.1; chromosome 4D:LR865490.1; chromosome 5A:LR865491.1; chromosome 5B:LR865492.1; chromosome 5D:LR865493.1; chromosome 6A:LR865494.1; chromosome 6B:LR865495.1; chromosome 6D:LR865496.1; chromosome 7A:LR865497.1; chromosome 7B:LR865498.1; chromosome 7D:LR865499.1,CAJEWP01,145069,0,2020-08-12T00:00:00Z,,
Oryza sativa,Eukaryota;Plants;Land Plants,,SAMN31120012,PRJNA886102,GCA_030179985.1, Chromosome,394.47,43.6466,chromosome 1:CM058186.1; chromosome 2:CM058187.1; chromosome 3:CM058188.1; chromosome 4:CM058189.1; chromosome 5:CM058190.1; chromosome 6:CM058191.1; chromosome 7:CM058192.1; chromosome 8:CM058193.1; chromosome 9:CM058194.1; chromosome 10:CM058195.1; chromosome 11:CM058196.1; chromosome 12:CM058197.1,JASNNO01,59,0,2023-06-06T00:00:00Z,,
Solanum lycopersicum,Eukaryota;Plants;Land Plants,,SAMN30141938,PRJNA865891,GCA_025760065.1, Chromosome,785.522,34.3484,chromosome 1:CM047189.1; chromosome 2:CM047190.1; chromosome 3:CM047191.1; chromosome 4:CM047192.1; chromosome 5:CM047193.1; chromosome 6:CM047194.1; chromosome 7:CM047195.1; chromosome 8:CM047196.1; chromosome 9:CM047197.1; chromosome 10:CM047198.1; chromosome 11:CM047199.1; chromosome 12:CM047200.1,JAOCMQ01,442,0,2022-10-19T00:00:00Z,,
Glycine max,Eukaryota;Plants;Land Plants,,SAMN12622417,PRJNA561626,GCA_014282095.1, Chromosome,995.708,34.9668,chromosome 1:CM024913.1; chromosome 2:CM024914.1; chromosome 3:CM024915.1; chromosome 4:CM024916.1; chromosome 5:CM024917.1; chromosome 6:CM024918.1; chromosome 7:CM024919.1; chromosome 8:CM024920.1; chromosome 9:CM024921.1; chromosome 10:CM024922.1; chromosome 11:CM024923.1; chromosome 12:CM024924.1; chromosome 13:CM024925.1; chromosome 14:CM024926.1; chromosome 15:CM024927.1; chromosome 16:CM024928.1; chromosome 17:CM024929.1; chromosome 18:CM024930.1; chromosome 19:CM024931.1; chromosome 20:CM024932.1,WIXB01,332,58338,2020-08-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/282/095/GCA_014282095.1_WHFS_GmJY_1.0,
Hordeum vulgare subsp. vulgare,Eukaryota;Plants;Land Plants,,SAMEA7109133,PRJEB39669,GCA_903994145.1, Chromosome,4139.83,44.4537,chromosome 1H:LR865395.1; chromosome 2H:LR865396.1; chromosome 3H:LR865397.1; chromosome 4H:LR865398.1; chromosome 5H:LR865399.1; chromosome 6H:LR865400.1; chromosome 7H:LR865401.1,CAJEWJ01,883,0,2020-08-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/994/145/GCA_903994145.1_barley_shape_morex_clr,
Arabidopsis thaliana,Eukaryota;Plants;Land Plants,,SAMEA110648776,PRJEB55353,GCA_946406895.1, Chromosome,148.251,36.5538,chromosome 1:OX291595.1; chromosome 2:OX291596.1; chromosome 3:OX291597.1; chromosome 4:OX291598.1; chromosome 5:OX291599.1,,5,0,2023-02-09T00:00:00Z,,
Arabidopsis thaliana,Eukaryota;Plants;Land Plants,,SAMEA110648795,PRJEB55353,GCA_946411655.1, Chromosome,141.023,36.544,chromosome 1:OX291709.1; chromosome 2:OX291710.1; chromosome 3:OX291711.1; chromosome 4:OX291712.1; chromosome 5:OX291713.1,,5,0,2023-02-09T00:00:00Z,,
Hordeum vulgare subsp. vulgare,Eukaryota;Plants;Land Plants,,SAMEA6435252,PRJEB35947,GCA_903970685.1, Chromosome,4278.66,44.4423,chromosome 1H:LR828108.1; chromosome 2H:LR828109.1; chromosome 3H:LR828110.1; chromosome 4H:LR828111.1; chromosome 5H:LR828112.1; chromosome 6H:LR828113.1; chromosome 7H:LR828114.1,CAJCJM01,50067,0,2020-07-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/970/685/GCA_903970685.1_barley_shape_chiba,
Glycine max,Eukaryota;Plants;Land Plants,,SAMN15516064,PRJNA645754,GCA_015227745.1, Chromosome,1020.98,35.0949,chromosome 1:CM026827.1; chromosome 2:CM026828.1; chromosome 3:CM026829.1; chromosome 4:CM026830.1; chromosome 5:CM026831.1; chromosome 6:CM026832.1; chromosome 7:CM026833.1; chromosome 8:CM026834.1; chromosome 9:CM026835.1; chromosome 10:CM026836.1; chromosome 11:CM026837.1; chromosome 12:CM026838.1; chromosome 13:CM026839.1; chromosome 14:CM026840.1; chromosome 15:CM026841.1; chromosome 16:CM026842.1; chromosome 17:CM026843.1; chromosome 18:CM026844.1; chromosome 19:CM026845.1; chromosome 20:CM026846.1,JACDZO01,685,0,2020-11-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/227/745/GCA_015227745.1_Tianlong1,
Solanum lycopersicum,Eukaryota;Plants;Land Plants,,SAMN30141944,PRJNA865891,GCA_025759965.1, Chromosome,794.895,34.428,chromosome 1:CM047261.1; chromosome 2:CM047262.1; chromosome 3:CM047263.1; chromosome 4:CM047264.1; chromosome 5:CM047265.1; chromosome 6:CM047266.1; chromosome 7:CM047267.1; chromosome 8:CM047268.1; chromosome 9:CM047269.1; chromosome 10:CM047270.1; chromosome 11:CM047271.1; chromosome 12:CM047272.1,JAOCMW01,615,0,2022-10-19T00:00:00Z,,
Oryza sativa,Eukaryota;Plants;Land Plants,,SAMN31159026,PRJNA887353,GCA_030179975.1, Chromosome,397.461,43.7819,chromosome 1:CM058198.1; chromosome 2:CM058199.1; chromosome 3:CM058200.1; chromosome 4:CM058201.1; chromosome 5:CM058202.1; chromosome 6:CM058203.1; chromosome 7:CM058204.1; chromosome 8:CM058205.1; chromosome 9:CM058206.1; chromosome 10:CM058207.1; chromosome 11:CM058208.1; chromosome 12:CM058209.1,JASNNP01,28,0,2023-06-06T00:00:00Z,,
Triticum aestivum,Eukaryota;Plants;Land Plants,,SAMEA7089054,PRJEB39552,GCA_903993985.1, Chromosome,14645.5,46.0782,chromosome 1A:LR862550.1; chromosome 1B:LR862551.1; chromosome 1D:LR862552.1; chromosome 2A:LR862553.1; chromosome 2B:LR862554.1; chromosome 2D:LR862555.1; chromosome 3A:LR862556.1; chromosome 3B:LR862557.1; chromosome 3D:LR862558.1; chromosome 4A:LR862559.1; chromosome 4B:LR862560.1; chromosome 4D:LR862561.1; chromosome 5A:LR862562.1; chromosome 5B:LR862563.1; chromosome 5D:LR862564.1; chromosome 6A:LR862565.1; chromosome 6B:LR862566.1; chromosome 6D:LR862567.1; chromosome 7A:LR862568.1; chromosome 7B:LR862569.1; chromosome 7D:LR862570.1,CAJEVW01,135719,0,2020-08-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/993/985/GCA_903993985.1_10wheat_assembly_arinaLrFor,
Zea mays,Eukaryota;Plants;Land Plants,,SAMEA5313313,PRJEB31061,GCA_902167175.1, Chromosome,2192.4,46.7944,chromosome 1:LR627503.1; chromosome 2:LR627504.1; chromosome 3:LR627505.1; chromosome 4:LR627506.1; chromosome 5:LR627507.1; chromosome 6:LR627508.1; chromosome 7:LR627509.1; chromosome 8:LR627510.1; chromosome 9:LR627511.1; chromosome 10:LR627512.1,CABHLN01,739,0,2020-01-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/167/175/GCA_902167175.1_Zm-M37W-REFERENCE-NAM-1.0,
Plasmodium falciparum,Eukaryota;Protists;Apicomplexans,KH1,SAMEA3359304,PRJEB8808,GCA_900632025.1, Chromosome,23.2663,19.3006,chromosome 1:LR131418.1; chromosome 2:LR131419.1; chromosome 3:LR131420.1; chromosome 4:LR131421.1; chromosome 5:LR131422.1; chromosome 6:LR131423.1; chromosome 7:LR131424.1; chromosome 8:LR131425.1; chromosome 9:LR131426.1; chromosome 10:LR131427.1; chromosome 11:LR131428.1; chromosome 12:LR131429.1; chromosome 13:LR131430.1; chromosome 14:LR131431.1; mitochondrion 15:LR131432.1; apicoplast 16:LR131433.1,UZWM01,22,0,2018-12-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/632/025/GCA_900632025.1_PfKH01-3,
Drosophila melanogaster,Eukaryota;Animals;Insects,dmeE_29_M0,SAMN33508895,PRJNA939781,GCA_029775275.1, Chromosome,133.881,0,chromosome X:CP122126.1; chromosome 2L:CP122121.1; chromosome 2R:CP122122.1; chromosome 3L:CP122123.1; chromosome 3R:CP122124.1; chromosome 4:CP122125.1,,6,0,2023-04-17T00:00:00Z,,
Mus musculus,Eukaryota;Animals;Mammals,,SAMEA9544187,PRJEB47108,GCA_921998325.2, Chromosome,2517.36,41.8378,chromosome 1:OW971783.1; chromosome 2:OW971784.1; chromosome 3:OW971785.1; chromosome 4:OW971786.1; chromosome 5:OW971788.1; chromosome 6:OW971789.1; chromosome 7:OW971790.1; chromosome 8:OW971792.1; chromosome 9:OW971793.1; chromosome 10:OW971791.1; chromosome 11:OW971794.1; chromosome 12:OW971797.1; chromosome 13:OW971795.1; chromosome 14:OW971796.1; chromosome 15:OW971798.1; chromosome 16:OW971799.1; chromosome 17:OW971800.1; chromosome 18:OW971801.1; chromosome 19:OW971802.1; chromosome X:OW971787.1; mitochondrion MIT:OW971803.1,CAKLHO02,168,0,2021-12-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/921/998/325/GCA_921998325.2_NOD_ShiLtJ_v3,
Homo sapiens,Eukaryota;Animals;Mammals,PGP1,SAMN19546685,PRJNA734849,GCA_020497115.1, Chromosome,3016.8,40.862,chromosome 1:CM035659.1; chromosome 2:CM035660.1; chromosome 3:CM035661.1; chromosome 4:CM035662.1; chromosome 5:CM035663.1; chromosome 6:CM035664.1; chromosome 7:CM035665.1; chromosome 8:CM035666.1; chromosome 9:CM035667.1; chromosome 10:CM035668.1; chromosome 11:CM035669.1; chromosome 12:CM035670.1; chromosome 13:CM035671.1; chromosome 14:CM035672.1; chromosome 15:CM035673.1; chromosome 16:CM035674.1; chromosome 17:CM035675.1; chromosome 18:CM035676.1; chromosome 19:CM035677.1; chromosome 20:CM035678.1; chromosome 21:CM035679.1; chromosome 22:CM035680.1; chromosome X:CM035681.1; chromosome Y:CM035682.1,JAHRGN01,3880,0,2021-10-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/497/115/GCA_020497115.1_PGP1v1,
Cryptococcus neoformans var. grubii,Eukaryota;Fungi;Basidiomycetes,KN99,SAMN06704791,PRJNA384617,GCA_002216725.1, Chromosome,18.9146,48.1988,chromosome 1:CP022321.1; chromosome 2:CP022322.1; chromosome 3:CP022323.1; chromosome 4:CP022324.1; chromosome 5:CP022325.1; chromosome 6:CP022326.1; chromosome 7:CP022327.1; chromosome 8:CP022328.1; chromosome 9:CP022329.1; chromosome 10:CP022330.1; chromosome 11:CP022331.1; chromosome 12:CP022332.1; chromosome 13:CP022333.1; chromosome 14:CP022334.1; mitochondrion MT:CP022335.1,,15,7818,2017-07-12T00:00:00Z,,
Bos taurus,Eukaryota;Animals;Mammals,,SAMN02898106,PRJNA32899,GCA_000003055.5, Chromosome,2670.14,41.5001,chromosome 1:GK000001.2; chromosome 2:GK000002.2; chromosome 3:GK000003.2; chromosome 4:GK000004.2; chromosome 5:GK000005.2; chromosome 6:GK000006.2; chromosome 7:GK000007.2; chromosome 8:GK000008.2; chromosome 9:GK000009.2; chromosome 10:GK000010.2; chromosome 11:GK000011.2; chromosome 12:GK000012.2; chromosome 13:GK000013.2; chromosome 14:GK000014.2; chromosome 15:GK000015.2; chromosome 16:GK000016.2; chromosome 17:GK000017.2; chromosome 18:GK000018.2; chromosome 19:GK000019.2; chromosome 20:GK000020.2; chromosome 21:GK000021.2; chromosome 22:GK000022.2; chromosome 23:GK000023.2; chromosome 24:GK000024.2; chromosome 25:GK000025.2; chromosome 26:GK000026.2; chromosome 27:GK000027.2; chromosome 28:GK000028.2; chromosome 29:GK000029.2; chromosome X:GK000030.2,DAAA02,6337,21299,2009-04-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/003/055/GCA_000003055.5_Bos_taurus_UMD_3.1.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/055/GCF_000003055.6_Bos_taurus_UMD_3.1.1
Ovis aries,Eukaryota;Animals;Mammals,YUN1,SAMN23489205,PRJNA784413,GCA_022416785.1, Chromosome,2923.9,43.6842,chromosome 1:CM039899.1; chromosome 2:CM039900.1; chromosome 3:CM039901.1; chromosome 4:CM039902.1; chromosome 5:CM039903.1; chromosome 6:CM039904.1; chromosome 7:CM039905.1; chromosome 8:CM039906.1; chromosome 9:CM039907.1; chromosome 10:CM039908.1; chromosome 11:CM039909.1; chromosome 12:CM039910.1; chromosome 13:CM039911.1; chromosome 14:CM039912.1; chromosome 15:CM039913.1; chromosome 16:CM039914.1; chromosome 17:CM039915.1; chromosome 18:CM039916.1; chromosome 19:CM039917.1; chromosome 20:CM039918.1; chromosome 21:CM039919.1; chromosome 22:CM039920.1; chromosome 23:CM039921.1; chromosome 24:CM039922.1; chromosome 25:CM039923.1; chromosome 26:CM039924.1; chromosome X:CM039925.1,JAKJQK01,1295,0,2022-02-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/416/785/GCA_022416785.1_ASM2241678v1,
Gallus gallus,Eukaryota;Animals;Birds,Rhode_Island_Red_3_LI,SAMN20335983,PRJNA777393,GCA_024652985.1, Chromosome,1023.49,42.0132,chromosome 1:CM045183.1; chromosome 2:CM045184.1; chromosome 3:CM045185.1; chromosome 4:CM045186.1; chromosome 5:CM045187.1; chromosome 6:CM045188.1; chromosome 7:CM045189.1; chromosome 8:CM045190.1; chromosome 9:CM045191.1; chromosome 10:CM045192.1; chromosome 11:CM045193.1; chromosome 12:CM045194.1; chromosome 13:CM045195.1; chromosome 14:CM045196.1; chromosome 15:CM045197.1; chromosome 16:CM045198.1; chromosome 17:CM045199.1; chromosome 18:CM045200.1; chromosome 19:CM045201.1; chromosome 20:CM045202.1; chromosome 21:CM045203.1; chromosome 22:CM045204.1; chromosome 23:CM045205.1; chromosome 24:CM045206.1; chromosome 25:CM045207.1; chromosome 26:CM045208.1; chromosome 27:CM045209.1; chromosome 28:CM045210.1; chromosome 30:CM045211.1; chromosome 31:CM045212.1; chromosome 32:CM045213.1; chromosome 33:CM045214.1; chromosome Z:CM045215.1,JAJMOJ01,1339,0,2022-08-14T00:00:00Z,,
Equus caballus,Eukaryota;Animals;Mammals,Twilight,SAMN02953672,PRJNA18661,GCA_000002305.1, Chromosome,2474.91,41.0254,,AAWR02,9687,775,2007-01-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/305/GCA_000002305.1_EquCab2.0,
Nakaseomyces glabratus,Eukaryota;Fungi;Ascomycetes,CAS08-0027,SAMN18533771,PRJNA718446,GCA_020797325.1, Chromosome,12.4889,38.7376,chromosome A:CM036842.1; chromosome B:CM036843.1; chromosome E:CM036844.1; chromosome G:CM036845.1; chromosome H:CM036846.1; chromosome I:CM036847.1; chromosome J:CM036848.1; chromosome K:CM036849.1; chromosome M:CM036850.1,JAGTTZ01,23,5278,2021-11-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/797/325/GCA_020797325.1_ASM2079732v1,
